dglcalls141231
'8-TELEFONICA GUATEMALA', '87-A T & T - LOCAL'     :     0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 2, 4, 0, 0, 0, 2, 1, 1, 1, 0, 0
'8-TELEFONICA GUATEMALA', '31-DESARROLLO'     :     0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0

dglcallsMieMed
'Totalcalls', 'med'     :     18411, 9056, 6233, 7098, 15439, 40865, 119718, 234174, 362810, 448191, 476182, 470457, 497629, 451297, 423340, 432446, 458221, 490123, 499958, 436070, 352259, 263202, 141218, 47603
'8-TELEFONICA GUATEMALA', '8-TELEFONICA GUATEMALA'     :     12824, 6033, 4177, 4462, 9444, 25732, 72746, 131279, 190380, 229999, 242931, 239091, 264398, 243318, 221922, 223116, 240101, 268014, 280401, 249784, 208881, 166673, 96615, 33297
'8-TELEFONICA GUATEMALA', '5-TELGUA S.A.'     :     481, 269, 164, 202, 441, 1337, 4673, 12278, 27202, 37649, 40722, 40587, 39349, 33001, 34210, 36221, 35889, 31422, 26260, 21046, 15167, 9707, 4174, 1325
'8-TELEFONICA GUATEMALA', '11-SERCOM PCS DIGITAL'     :     2139, 1110, 681, 812, 1822, 4673, 14166, 31028, 50918, 64407, 69526, 69490, 71337, 64985, 61282, 63910, 67225, 71187, 72691, 62697, 49235, 34235, 16632, 5490
'8-TELEFONICA GUATEMALA', '9-COMCEL'     :     2920, 1617, 1193, 1604, 3699, 9013, 27692, 58579, 92020, 113055, 119632, 117808, 119038, 107152, 102794, 105941, 111740, 116787, 118552, 101001, 77834, 51806, 23468, 7372
'8-TELEFONICA GUATEMALA', '35-OPERADOR NO DEFINIDO'     :     1, 0, 0, 0, 0, 4, 2, 15, 14, 19, 17, 17, 19, 16, 13, 23, 16, 21, 25, 36, 35, 19, 9, 1
'8-TELEFONICA GUATEMALA', '7-CABLENET S.A.'     :     32, 22, 15, 15, 29, 98, 399, 921, 2114, 2861, 3096, 3213, 3214, 2607, 2838, 2945, 2983, 2449, 1737, 1192, 815, 542, 209, 76
'8-TELEFONICA GUATEMALA', '13-CYBERNET'     :     8, 2, 0, 1, 2, 4, 10, 24, 46, 55, 68, 75, 78, 72, 77, 86, 84, 102, 113, 158, 153, 139, 74, 27
'8-TELEFONICA GUATEMALA', '34-TTISA'     :     0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 5, 1, 1, 1, 3, 1, 2, 1, 1, 2, 2, 0, 0, 0
'8-TELEFONICA GUATEMALA', '12-ATEL'     :     0, 0, 0, 0, 0, 1, 11, 26, 52, 69, 107, 89, 103, 69, 110, 112, 99, 81, 116, 96, 81, 35, 13, 2
'8-TELEFONICA GUATEMALA', '19-GUATEL'     :     1, 0, 0, 0, 0, 1, 6, 8, 27, 40, 38, 41, 54, 38, 44, 47, 39, 28, 28, 21, 22, 22, 13, 1
'8-TELEFONICA GUATEMALA', '30-TTELNORTE S.A.'     :     0, 0, 0, 0, 0, 0, 8, 3, 11, 17, 19, 20, 13, 13, 23, 15, 14, 10, 9, 9, 12, 6, 1, 1
'8-TELEFONICA GUATEMALA', '31-DESARROLLO'     :     0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0
'8-TELEFONICA GUATEMALA', '26-BNA S.A.'     :     0, 0, 0, 0, 0, 0, 0, 4, 7, 6, 8, 6, 10, 7, 9, 9, 12, 5, 3, 4, 2, 1, 3, 1
'8-TELEFONICA GUATEMALA', '87-A T & T - LOCAL'     :     0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 0, 3, 1, 3, 0, 0, 0
'8-TELEFONICA GUATEMALA', '22-UNITEL S.A.'     :     0, 0, 0, 0, 0, 0, 0, 1, 8, 4, 6, 9, 7, 6, 5, 9, 7, 7, 10, 8, 7, 7, 2, 3
'8-TELEFONICA GUATEMALA', '33-OPTEL'     :     0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 8, 3, 4, 1, 0
'8-TELEFONICA GUATEMALA', '10-AMERICATEL'     :     0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
